DATE,GOLD_TOKYO,PT_TOKYO,GOLD_NY,PT_NY,USDJPY
2017/01/04,4690,3768,1162,944.2,117.743
2017/01/05,4689,3793,1165.3,947.2,117.227
2017/01/06,4684,3849,1181.3,976,115.346
2017/01/10,4709,3876,1184.9,982.6,116.009
2017/01/11,4719,3867,1185.5,982.8,115.767
2017/01/12,4720,3841,1196.6,976.4,115.4
2017/01/13,4714,3846,1199.8,984.7,114.704
2017/01/16,4727,3873,1196.2,986.4,114.532
2017/01/17,4718,3852,1196.2,986.4,114.182
2017/01/18,4715,3801,1212.9,983.1,112.61
2017/01/19,4747,3804,1212.1,971.9,114.613
2017/01/20,4758,3804,1201.5,956.4,114.857
2017/01/23,4754,3851,1204.9,976,114.554
2017/01/24,4721,3824,1215.6,979.9,112.702
2017/01/25,4729,3896,1210.8,1007.8,113.791
2017/01/26,4677,3856,1197.8,981.7,113.277
2017/01/27,4682,3855,1189.8,981.7,114.519
2017/01/30,4713,3892,1188.4,983.3,115.081
2017/01/31,4677,3870,1193.2,993.5,113.772
2017/02/01,4700,3864,1208.6,996.5,112.796
2017/02/02,4715,3906,1205.6,999.8,113.22
2017/02/03,4715,3876,1216.7,999.6,112.801
2017/02/06,4733,3888,1218.5,1006.7,112.611
2017/02/07,4747,3904,1232.1,1014.1,111.735
2017/02/08,4756,3883,1236.1,1012.9,112.382
2017/02/09,4771,3903,1239.5,1019.4,111.931
2017/02/10,4773,3934,1236.8,1022.2,113.236
2017/02/13,4814,3935,1235.9,1011.7,113.227
2017/02/14,4790,3885,1225.8,1000.3,113.729
2017/02/15,4821,3910,1225.4,1002.2,114.257
2017/02/16,4835,3944,1233.1,1009.9,114.15
2017/02/17,4819,3924,1241.6,1015.7,113.236
2017/02/20,4794,3871,1239.1,1006,112.9
2017/02/21,4813,3900,1239.1,1006,113.08
2017/02/22,4822,3911,1238.9,1006,113.678
2017/02/23,4817,3905,1233.3,1002.7,113.291
2017/02/24,4838,3918,1251.4,1011.9,112.604
2017/02/27,4837,3959,1258.3,1028.7,112.14
2017/02/28,4850,3980,1258.8,1038.9,112.689
2017/03/01,4843,3973,1253.9,1031,112.758
2017/03/02,4886,3992,1250,1018.9,113.721
2017/03/03,4845,3906,1232.9,989.9,114.409
2017/03/06,4830,3917,1226.5,994.1,114.053
2017/03/07,4801,3845,1225.5,978.2,113.889
2017/03/08,4767,3788,1216.1,961.1,113.98
2017/03/09,4764,3756,1209.4,949.5,114.332
2017/03/10,4756,3723,1203.2,937.2,114.932
2017/03/13,4767,3742,1201.4,938.2,114.76
2017/03/14,4752,3722,1203.1,941.2,114.879
2017/03/15,4737,3714,1202.6,938.9,114.746
2017/03/16,4767,3761,1200.7,936.8,113.371
2017/03/17,4778,3741,1227.1,958.4,113.307
2017/03/21,4773,3768,1234,972.4,112.549
2017/03/22,4786,3747,1246.5,971.4,111.712
2017/03/23,4774,3697,1249.7,961.9,111.161
2017/03/24,4762,3687,1247.2,963.8,110.924
2017/03/27,4764,3699,1248.5,967.9,111.234
2017/03/28,4773,3691,1255.7,969,110.66
2017/03/29,4777,3661,1255.6,957.4,111.13
2017/03/30,4792,3682,1253.7,952.5,111.035
2017/03/31,4786,3667,1245,951.6,111.905
2017/04/03,4781,3667,1247.3,948.2,111.355
2017/04/04,4790,3674,1254,958.2,110.896
2017/04/05,4797,3676,1258.4,964.5,110.734
2017/04/06,4785,3662,1248.5,959.6,110.697
2017/04/07,4778,3661,1253.3,958.9,110.799
2017/04/10,4804,3660,1257.3,962.6,111.088
2017/04/11,4788,3608,1253.9,940,110.934
2017/04/12,4815,3663,1274.2,969.5,109.608
2017/04/13,4822,3662,1278.1,967.9,108.998
2017/04/14,4830,3677,1288.5,977.4,109.072
2017/04/17,4826,3668,1288.5,977.4,108.662
2017/04/18,4816,3687,1291.9,991.1,108.902
2017/04/19,4818,3645,1294.1,978.6,108.416
2017/04/20,4800,3635,1283.4,970.3,108.857
2017/04/21,4827,3683,1283.8,981.2,109.311
2017/04/24,4817,3684,1289.1,977.6,109.115
2017/04/25,4828,3664,1277.5,960.2,109.758
2017/04/26,4830,3657,1267.2,957.6,111.136
2017/04/27,4846,3648,1264.2,948.5,111.052
2017/04/28,4832,3636,1265.9,948.8,111.25
2017/05/01,4863,3649,1268.3,948.7,111.454
2017/05/02,4839,3610,1255.5,932.2,111.829
2017/05/08,4779,3585,1226.9,910.2,112.793
2017/05/09,4795,3587,1227.1,919.6,113.253
2017/05/10,4794,3561,1216.1,900.9,113.966
2017/05/11,4792,3597,1218.9,909.9,114.274
2017/05/12,4799,3612,1224.2,917.7,113.856
2017/05/15,4794,3604,1227.7,917.5,113.331
2017/05/16,4816,3654,1230,928.7,113.788
2017/05/17,4814,3664,1236.4,937,113.11
2017/05/18,4813,3628,1258.7,946.1,110.797
2017/05/19,4788,3588,1252.8,936.8,111.484
2017/05/22,4818,3616,1253.6,940.2,111.218
2017/05/23,4827,3635,1261.4,950.3,111.294
2017/05/24,4822,3645,1255.5,949.4,111.776
2017/05/25,4829,3653,1253.1,947.3,111.485
2017/05/26,4819,3658,1256.4,952.9,111.833
2017/05/29,4850,3690,1268.1,962.9,111.297
2017/05/30,4842,3665,1268.1,962.9,111.264
2017/05/31,4808,3603,1265.7,941.1,110.838
2017/06/01,4837,3637,1275.4,950.3,110.771
2017/06/02,4852,3590,1270.1,929,111.359
2017/06/05,4863,3635,1280.2,953.4,110.428
2017/06/06,4860,3636,1282.7,957.6,110.454
2017/06/07,4867,3634,1297.5,963.3,109.4
2017/06/08,4857,3591,1293.2,947.6,109.815
2017/06/09,4837,3563,1279.5,938.1,109.978
2017/06/12,4815,3577,1271.4,940.3,110.277
2017/06/13,4792,3587,1268.9,944.5,109.939
2017/06/14,4808,3529,1268.6,924.2,110.061
2017/06/15,4774,3550,1275.9,951.9,109.565
2017/06/16,4803,3542,1254.6,921.3,110.923
2017/06/19,4803,3556,1256.5,926.8,110.882
2017/06/20,4789,3567,1246.7,926.9,111.524
2017/06/21,4777,3549,1243.5,921.5,111.439
2017/06/22,4795,3575,1245.8,927,111.373
2017/06/23,4800,3558,1249.4,925.6,111.324
2017/06/26,4815,3569,1256.4,929.4,111.296
2017/06/27,4789,3541,1246.4,916.6,111.858
2017/06/28,4821,3556,1246.9,918.7,112.345
2017/06/29,4827,3573,1249.1,921.7,112.288
2017/06/30,4801,3556,1245.8,919,112.162
2017/07/03,4800,3593,1242.3,923.7,112.428
2017/07/04,4781,3546,1219.2,906.1,113.378
2017/07/05,4779,3568,1219.2,906.1,113.278
2017/07/06,4784,3552,1221.7,908.8,113.256
2017/07/07,4770,3546,1223.3,910.3,113.213
2017/07/10,4770,3575,1209.7,904.1,113.917
2017/07/11,4777,3550,1213.2,901.9,114.02
2017/07/12,4771,3544,1214.7,898.7,113.933
2017/07/13,4762,3582,1219.1,919,113.158
2017/07/14,4757,3545,1217.3,907.1,113.273
2017/07/18,4783,3585,1233.7,930.3,112.622
2017/07/19,4797,3585,1241.9,930.3,112.04
2017/07/20,4786,3562,1242,924.2,111.95
2017/07/21,4797,3581,1245.5,933.2,111.899
2017/07/24,4798,3584,1254.9,937.4,111.132
2017/07/25,4801,3574,1254.3,932.3,111.13
2017/07/26,4809,3574,1252.1,931.8,111.881
2017/07/27,4824,3571,1249.4,922.7,111.177
2017/07/28,4815,3555,1260,926.4,111.31
2017/07/31,4827,3574,1268.4,936.6,110.7
2017/08/01,4817,3581,1273.4,940.7,110.251
2017/08/02,4823,3598,1279.4,949.5,110.36
2017/08/03,4818,3617,1278.4,953.8,110.698
2017/08/04,4810,3657,1274.4,964.6,110.042
2017/08/07,4800,3677,1264.6,969,110.723
2017/08/08,4801,3683,1264.7,971.6,110.732
2017/08/09,4791,3683,1262.6,974.5,110.311
2017/08/10,4836,3684,1279.3,976.1,110.055
2017/08/14,4841,3687,1294,989.7,109.147
2017/08/15,4840,3649,1290.4,974.9,109.606
2017/08/16,4841,3666,1279.7,967.4,110.672
2017/08/17,4854,3701,1282.9,974.5,110.19
2017/08/18,4846,3667,1292.4,981.7,109.56
2017/08/21,4835,3677,1291.6,982.4,109.212
2017/08/22,4849,3690,1296.7,985.5,108.969
2017/08/23,4851,3690,1291,981.3,109.558
2017/08/24,4840,3679,1294.7,980.9,109.029
2017/08/25,4848,3702,1292,982.6,109.55
2017/08/28,4859,3678,1297.9,979.1,109.319
2017/08/29,4924,3716,1315.3,989.3,109.26
2017/08/30,4943,3763,1318.9,1003.5,109.68
2017/08/31,4962,3765,1314.1,995.2,110.236
2017/09/01,5002,3780,1322.2,998.5,109.968
2017/09/04,5045,3819,1330.4,1009,110.263
2017/09/05,5029,3797,1330.4,1009,109.705
2017/09/06,5008,3768,1344.5,1009,108.806
2017/09/07,5003,3768,1339,1007.1,109.189
2017/09/08,5028,3803,1350.3,1016.8,108.434
2017/09/11,4981,3747,1351.2,1012.3,107.802
2017/09/12,4988,3736,1335.7,998.8,109.379
2017/09/13,5041,3757,1332.7,986.5,110.168
2017/09/14,5021,3745,1328,983.2,110.5
2017/09/15,5045,3752,1329.3,980.9,110.237
2017/09/19,5020,3706,1310.8,961.1,111.561
2017/09/20,5032,3677,1310.6,951.2,111.59
2017/09/21,5022,3654,1316.4,945.4,112.14
2017/09/22,4998,3650,1294.8,939.9,112.48
2017/09/25,5004,3622,1297.5,932.1,112.006
2017/09/26,5029,3628,1311.5,940.2,111.724
2017/09/27,4995,3593,1301.7,924.7,112.23
2017/09/28,4990,3597,1287.8,921.5,112.803
2017/09/29,4987,3594,1288.7,921,112.28
2017/10/02,4950,3550,1284.8,910.3,112.514
2017/10/03,4941,3559,1275.8,916.6,112.7
2017/10/04,4947,3564,1274.6,915.5,112.84
2017/10/05,4958,3560,1276.8,914.8,112.75
2017/10/06,4936,3562,1273.2,918,112.8
2017/10/10,4985,3570,1285,918.2,112.69
2017/10/11,4992,3617,1293.8,936.5,112.445
2017/10/12,5013,3626,1288.9,933.2,112.51
2017/10/13,4998,3631,1296.5,941.8,112.273
2017/10/16,5024,3653,1304.6,947.9,111.868
2017/10/17,5001,3610,1303,942.1,112.18
2017/10/18,4976,3622,1286.2,934.8,112.192
2017/10/19,4986,3597,1283,924.6,112.93
2017/10/20,5007,3596,1290,925.9,112.52
2017/10/23,5008,3616,1280.5,926.8,113.497
2017/10/24,5013,3634,1280.9,927.2,113.4
2017/10/25,5004,3634,1278.3,925.5,113.91
2017/10/26,5006,3634,1279,926.7,113.77
2017/10/27,4977,3611,1269.6,922.1,113.986
2017/10/30,4987,3596,1271.8,914.6,113.681
2017/10/31,4975,3595,1277.7,922.7,113.176
2017/11/01,4973,3603,1270.5,919.6,113.633
2017/11/02,5016,3670,1277.3,936.7,114.179
2017/11/06,4991,3624,1269.2,921.9,114.093
2017/11/07,5015,3652,1281.6,935,113.7
2017/11/08,5003,3622,1275.8,925.3,113.997
2017/11/09,5028,3655,1283.7,937.9,113.82
2017/11/10,5020,3665,1287.5,940.6,113.464
2017/11/13,4990,3642,1274.2,932.1,113.49
2017/11/14,5001,3652,1278.9,935.6,113.622
2017/11/15,5001,3629,1282.9,927.3,113.37
2017/11/16,4976,3633,1277.7,933.1,112.78
2017/11/17,4977,3643,1278.2,936.2,113.054
2017/11/20,4994,3672,1296.5,954.6,112.157
2017/11/21,4965,3610,1275.3,923.6,112.616
2017/11/22,4962,3623,1281.7,938,112.439
2017/11/24,4954,3608,1292.2,940.7,111.206
2017/11/27,4956,3624,1287.3,945.3,111.539
2017/11/28,4964,3644,1294.4,950.8,111.092
2017/11/29,4979,3658,1294.9,952.8,111.474
2017/11/30,4956,3637,1282.1,941.2,111.919
2017/12/01,4952,3661,1273.2,942.5,112.533
2017/12/04,4961,3642,1282.3,940.6,112.171
2017/12/05,4956,3612,1277.7,926,112.407
2017/12/06,4912,3558,1264.9,917.5,112.592
2017/12/07,4898,3505,1266.1,902.8,112.287
2017/12/08,4870,3495,1253.1,894.5,113.08
2017/12/11,4890,3489,1248.4,883.7,113.492
2017/12/12,4866,3481,1246.9,892.8,113.552
2017/12/13,4869,3451,1241.7,875.7,113.51
2017/12/14,4877,3460,1248.6,875.4,112.51
2017/12/15,4858,3421,1257.1,881.2,112.389
2017/12/18,4878,3481,1257.5,889.4,112.606
2017/12/19,4892,3526,1265.5,913.2,112.54
2017/12/20,4911,3553,1264.2,914.1,112.86
2017/12/21,4938,3586,1269.6,921.5,113.388
2017/12/22,4940,3562,1270.6,919.7,113.318
2017/12/25,4961,3590,1278.8,923,113.324
2017/12/26,4964,3568,1278.8,923,113.26
2017/12/27,4994,3574,1287.5,923.5,113.17
2017/12/28,5014,3576,1291.4,923.7,113.331
2017/12/29,5028,3584,1297.2,926.9,112.866
